time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-11-24T18:17:58.490Z,-5.6016,147.5343,171.84,4.7,mb,,37,3.796,0.9,us,us100040tq,2015-11-25T16:19:49.311Z,"116km NNW of Finschhafen, Papua New Guinea",earthquake
2015-11-24T13:21:35.800Z,18.7906,145.3115,586.23,6,mww,,12,2.465,0.8,us,us100040q8,2015-11-24T21:24:18.270Z,"37km W of Agrihan, Northern Mariana Islands",earthquake
2015-11-24T09:39:03.930Z,38.715,20.5222,5.89,4.9,mb,,75,1.448,1.13,us,us100040mz,2015-11-24T17:41:38.309Z,"16km W of Nidri, Greece",earthquake
2015-11-24T09:14:16.550Z,-31.8424,-72.2058,13.88,4.8,mb,,138,1.263,0.98,us,us100040mw,2015-11-25T17:59:00.000Z,"101km WSW of Illapel, Chile",earthquake
2015-11-24T08:36:55.040Z,9.8462,124.2518,10,4.5,mb,,112,7.351,1.37,us,us100040vt,2015-12-06T07:27:25.481Z,"3km E of Buenavista, Philippines",earthquake
2015-11-24T02:46:04.960Z,-24.5447,-173.8371,15.03,5.1,mb,,257,5.937,1.37,us,us100040m3,2015-11-24T17:02:00.040Z,"South of Tonga",earthquake
2015-11-24T02:06:35.170Z,14.4611,-60.2609,52.09,4.6,mb,,109,0.579,0.81,us,us100040lx,2015-11-24T02:21:25.330Z,"62km E of Le Vauclin, Martinique",earthquake
2015-11-23T23:59:14.420Z,-24.8611,-175.0743,10,4.6,mb,,125,7.479,0.91,us,us100041jg,2015-12-08T02:17:24.528Z,"South of Tonga",earthquake
2015-11-23T23:46:39.380Z,-24.4804,-175.1518,32.48,4.6,mb,,100,5.354,0.97,us,us100040l3,2015-12-06T04:07:32.295Z,"South of Tonga",earthquake
2015-11-23T20:41:23.050Z,17.0765,-98.7997,42.5,5.5,mb,,83,0.532,0.93,us,us100040iy,2015-11-24T20:55:56.000Z,"29km NNW of San Luis Acatlan, Mexico",earthquake
2015-11-23T20:15:41.270Z,8.6008,-71.3378,10,4.5,mb,,87,0.75,0.59,us,us100040ik,2015-11-24T01:35:08.735Z,"11km NNE of Lagunillas, Venezuela",earthquake
2015-11-23T16:58:04.860Z,29.9157,63.8056,10,4.7,mb,,83,4.65,0.84,us,us100040hk,2015-11-24T01:00:48.195Z,"74km SE of `Alaqahdari Deh-e Shu, Afghanistan",earthquake
2015-11-23T15:29:03.340Z,-53.0503,21.7671,10,4.9,mb,,99,20.671,0.58,us,us100040hc,2015-11-23T23:31:35.399Z,"South of Africa",earthquake
2015-11-23T14:15:46.960Z,-8.5492,122.026,171.26,4.6,mb,,65,0.226,0.87,us,us100040h7,2015-11-23T22:18:30.409Z,"2km W of Magepanda, Indonesia",earthquake
2015-11-23T12:54:09.610Z,-0.5147,98.0279,22.9,4.5,mb,,152,1.862,0.86,us,us100040gu,2015-12-05T13:05:39.120Z,"126km WNW of Sikabaluan, Indonesia",earthquake
2015-11-23T11:29:14.860Z,-53.0412,22.0022,15.53,4.7,mb,,88,20.669,0.65,us,us100041j7,2015-12-05T11:56:41.107Z,"South of Africa",earthquake
2015-11-23T11:18:53.630Z,-53.0308,21.789,10,5,mb,,40,20.652,0.79,us,us100040gl,2015-12-05T11:50:31.554Z,"South of Africa",earthquake
2015-11-23T08:35:23.640Z,4.197,126.7267,40.63,4.6,mb,,117,6.682,0.36,us,us100040gf,2015-11-23T16:37:51.907Z,"193km SE of Sarangani, Philippines",earthquake
2015-11-23T05:16:24.190Z,-23.9149,-67.6828,121.02,4.6,mb,,39,1.719,1.35,us,us100040g0,2015-11-23T13:18:59.039Z,"123km SSE of San Pedro de Atacama, Chile",earthquake
2015-11-23T04:14:02.860Z,51.7452,-130.6787,14.33,4.5,mwr,,159,0.635,1.12,us,us100040fr,2015-12-07T02:47:46.784Z,"182km WSW of Bella Bella, Canada",earthquake
2015-11-23T01:06:05.230Z,26.3564,142.4517,23.42,4.5,mb,,139,0.774,0.65,us,us100041iw,2015-12-07T01:19:23.531Z,"83km SSE of Chichi-shima, Japan",earthquake
2015-11-22T23:10:21.770Z,30.1349,138.5464,456.98,4.5,mb,,79,3.156,0.52,us,us100040er,2015-12-04T05:08:51.783Z,"Izu Islands, Japan region",earthquake
2015-11-22T22:16:52.580Z,-23.6493,-68.9935,102.54,4.8,mb,,42,0.62,0.84,us,us100040e5,2015-11-22T22:31:24.073Z,"113km SW of San Pedro de Atacama, Chile",earthquake
2015-11-22T21:02:43.520Z,38.0048,100.3294,13.74,5.1,mb,,34,10.779,0.93,us,us100040dw,2015-11-23T05:05:40.620Z,"53km W of Hongtu, China",earthquake
2015-11-22T20:38:33.230Z,8.5307,-71.3945,28.12,5.3,mb,,54,0.829,1.04,us,us100040dr,2015-11-27T02:57:25.746Z,"2km NNW of Lagunillas, Venezuela",earthquake
2015-11-22T18:52:29.550Z,-20.1226,-177.6795,544.43,4.6,mb,,97,4.68,0.49,us,us100040d0,2015-11-23T02:55:08.057Z,"121km ENE of Ndoi Island, Fiji",earthquake
2015-11-22T18:16:04.700Z,36.4848,71.4613,92.41,5.9,mb,,42,0.955,0.82,us,us100040ct,2015-11-24T12:33:31.995Z,"22km SSW of Ashkasham, Afghanistan",earthquake
2015-11-22T16:33:18.630Z,0.883,127.3335,16.6,4.7,mb,,114,0.115,0.52,us,us100040cj,2015-11-23T00:35:56.193Z,"11km NNW of Kota Ternate, Indonesia",earthquake
2015-11-22T16:16:05.620Z,-53.5382,141.2905,10,4.5,mb,,169,19.737,0.46,us,us100040cg,2015-11-23T00:18:44.403Z,"West of Macquarie Island",earthquake
2015-11-22T15:34:07.960Z,-53.652,140.4759,10,5,mb,,99,10.892,0.67,us,us100040c9,2015-11-22T23:36:37.018Z,"West of Macquarie Island",earthquake
2015-11-22T14:38:15.620Z,-15.4146,-72.2389,109.43,4.9,mb,,110,3.455,0.81,us,us100040bu,2015-11-22T22:40:47.418Z,"19km SSE of Orcopampa, Peru",earthquake
2015-11-22T10:02:12.340Z,-5.3051,151.5518,69.76,4.6,mb,,112,1.263,0.63,us,us100040b7,2015-12-05T09:16:56.446Z,"131km SW of Kokopo, Papua New Guinea",earthquake
2015-11-22T09:47:17.090Z,-15.4427,-177.8261,10,4.8,mb,,122,4.566,0.89,us,us100040b3,2015-12-05T09:01:30.024Z,"131km SSE of Sigave, Wallis and Futuna",earthquake
2015-11-22T09:41:32.280Z,-33.558,-179.1534,29.09,4.6,mb,,86,4.425,0.75,us,us100040au,2015-12-05T07:58:27.666Z,"236km S of L'Esperance Rock, New Zealand",earthquake
2015-11-22T08:47:05.200Z,42.7944,145.5867,30.94,4.8,mb,,110,1.96,0.56,us,us100040ap,2015-11-22T16:49:45.483Z,"58km S of Nemuro, Japan",earthquake
2015-11-22T08:11:17.810Z,16.9676,-96.2645,65.07,5,mb,,73,3.632,0.87,us,us100040aj,2015-11-23T20:58:26.127Z,"15km ENE of San Pablo Villa de Mitla, Mexico",earthquake
2015-11-22T05:57:37.490Z,-30.3714,-71.9436,10,4.7,mb,,91,0.402,1.2,us,us1000409y,2015-11-22T14:00:22.701Z,"74km SW of Coquimbo, Chile",earthquake
2015-11-22T03:36:49.080Z,5.3761,125.3437,203.14,4.8,mb,,48,1.698,0.82,us,us1000409g,2015-11-22T08:06:21.471Z,"13km WSW of Sarangani, Philippines",earthquake
2015-11-22T02:57:54.160Z,-8.8503,157.7917,37.19,4.8,mb,,62,2.207,1.07,us,us1000409a,2015-11-22T11:00:30.703Z,"133km SE of Gizo, Solomon Islands",earthquake
2015-11-22T00:58:02.940Z,31.7306,141.7556,10,4.7,mb,,130,2.145,0.54,us,us10004089,2015-11-22T09:00:43.915Z,"237km SE of Hachijo-jima, Japan",earthquake
2015-11-22T00:37:13.810Z,42.8844,146.214,36.39,4.8,mb,,136,2.423,0.83,us,us10004084,2015-11-22T08:39:52.234Z,"71km SE of Nemuro, Japan",earthquake
2015-11-21T23:58:34.500Z,8.9708,-83.7973,15.54,4.5,mb,,163,0.425,1.38,us,us1000407t,2015-11-22T12:00:24.510Z,"30km W of Ciudad Cortes, Costa Rica",earthquake
2015-11-21T23:20:32.170Z,-33.9294,-178.9183,35,4.7,mb,,193,5.385,0.75,us,us1000407i,2015-11-22T07:23:01.935Z,"276km S of L'Esperance Rock, New Zealand",earthquake
2015-11-21T23:20:26.930Z,36.4343,140.7484,43.43,4.9,mb,,119,0.494,1.19,us,us1000407f,2015-11-22T23:33:59.153Z,"16km ESE of Funaishikawa, Japan",earthquake
2015-11-21T23:05:29.700Z,-30.5766,-71.8,24.37,5.5,mb,,90,0.172,1.11,us,us10004077,2015-11-22T22:48:33.159Z,"57km W of Ovalle, Chile",earthquake
2015-11-21T23:02:36.900Z,-33.7003,-178.8574,34.47,4.9,mb,,132,4.492,0.88,us,us10004078,2015-11-22T07:05:06.903Z,"251km S of L'Esperance Rock, New Zealand",earthquake
2015-11-21T19:45:36.610Z,-18.1117,-172.5396,10,5.3,mb,,47,2.656,1.02,us,us1000405c,2015-11-22T03:48:05.834Z,"163km ENE of Neiafu, Tonga",earthquake
2015-11-21T19:01:57.630Z,32.8039,47.9113,10,4.6,mb,,63,6.483,1.38,us,us10004050,2015-11-22T03:04:33.935Z,"50km ESE of Abdanan, Iran",earthquake
2015-11-21T16:44:05.770Z,-8.2345,124.9407,10,4.9,mb,,80,2.703,1.37,us,us1000404k,2015-11-22T00:46:34.383Z,"78km WNW of Dili, East Timor",earthquake
2015-11-21T15:12:32.420Z,22.7869,143.6113,43.08,4.6,mb,,124,4.481,0.7,us,us10004048,2015-11-21T23:15:11.242Z,"282km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-11-21T09:06:12.080Z,-7.207,129.9253,67.3,6.1,mwp,,33,5.725,0.98,us,us1000402t,2015-11-22T04:57:01.000Z,"174km WNW of Saumlaki, Indonesia",earthquake
2015-11-21T08:05:15.210Z,3.0574,126.0247,92.11,4.9,mb,,108,4.01,1.33,us,us1000402q,2015-11-21T16:08:12.587Z,"201km NNE of Bitung, Indonesia",earthquake
2015-11-21T05:40:23.950Z,26.3959,142.4908,34.63,4.8,mb,,133,0.748,0.65,us,us1000402d,2015-11-21T13:42:59.584Z,"80km SSE of Chichi-shima, Japan",earthquake
2015-11-21T04:38:25.730Z,0.606,126.6936,10,4.5,mb,,186,4.249,0.47,us,us10004028,2015-11-21T12:40:53.519Z,"77km WSW of Kota Ternate, Indonesia",earthquake
2015-11-21T02:49:21.610Z,5.8591,126.1841,68.91,4.5,mb,,134,1.344,0.78,us,us1000401e,2015-11-21T10:52:05.562Z,"55km S of Pondaguitan, Philippines",earthquake
2015-11-21T02:35:57.510Z,0.9062,127.3095,10,4.7,mb,,113,6.53,1.02,us,us1000401b,2015-11-21T10:38:35.566Z,"15km NNW of Kota Ternate, Indonesia",earthquake
2015-11-21T01:26:38.570Z,49.4069,155.2843,69.81,4.6,mb,,138,4.004,0.4,us,us10004015,2015-11-21T09:29:45.271Z,"153km SSW of Severo-Kuril'sk, Russia",earthquake
2015-11-21T00:41:57.530Z,38.7285,20.4759,10,4.7,mwr,,64,1.481,0.82,us,us1000400i,2015-12-04T05:02:36.163Z,"20km W of Nidri, Greece",earthquake
2015-11-21T00:15:43.920Z,41.8168,71.3791,25.61,4.5,mb,,27,1.437,1.03,us,us1000400a,2015-12-06T03:27:06.964Z,"24km ENE of Kanysh-Kyya, Kyrgyzstan",earthquake
2015-11-20T23:37:05.530Z,38.7558,20.4745,10,4.7,mwr,,39,1.476,0.97,us,us10003zzn,2015-12-04T04:40:15.130Z,"21km WSW of Lefkada, Greece",earthquake
2015-11-20T23:25:41.380Z,-11.6407,165.5124,10,5.1,mb,,40,4.125,0.57,us,us10003zzi,2015-12-06T03:17:49.168Z,"108km SSW of Lata, Solomon Islands",earthquake
2015-11-20T23:05:54.210Z,8.5253,-71.3695,7.9,4.6,mb,,36,0.809,0.85,us,us10003zyw,2015-12-07T01:02:20.558Z,"2km NE of Lagunillas, Venezuela",earthquake
2015-11-20T21:28:57.670Z,-6.5955,-80.5214,53.41,4.6,mb,,124,2.178,0.9,us,us10003zy1,2015-12-05T05:22:42.247Z,"56km W of Morrope, Peru",earthquake
2015-11-20T20:03:05.480Z,-7.4208,105.3175,30.53,4.8,mb,,134,2.355,1.31,us,us10003zxj,2015-11-24T18:46:19.888Z,"75km SSW of Tugu Hilir, Indonesia",earthquake
2015-11-20T19:48:45.610Z,-7.4237,105.292,19.8,4.8,mb,,75,2.38,1.19,us,us10003zx0,2015-11-24T18:29:36.357Z,"77km SSW of Cicadas, Indonesia",earthquake
2015-11-20T18:00:06.930Z,8.5239,-71.3015,28.83,4.8,mwr,,35,0.75,0.88,us,us10003zvp,2015-11-24T17:52:08.641Z,"7km WSW of Ejido, Venezuela",earthquake
2015-11-20T17:05:42.270Z,-24.2167,-66.8524,188.64,4.6,mb,,39,2.475,0.9,us,us10003zvf,2015-11-24T17:40:31.729Z,"54km W of San Antonio de los Cobres, Argentina",earthquake
2015-11-20T14:50:46.250Z,0.9266,127.3929,60.08,5,mb,,104,5.017,0.93,us,us10003ztb,2015-12-04T11:05:25.293Z,"14km N of Ternate, Indonesia",earthquake
2015-11-20T09:33:15.550Z,38.704,20.5054,10,4.8,mb,,75,1.463,1.17,us,us10003zsr,2015-11-20T10:41:55.789Z,"17km W of Nidri, Greece",earthquake
2015-11-20T07:06:24.960Z,26.4937,142.54,33.75,4.9,mb,,139,0.678,0.34,us,us10003zs3,2015-11-20T15:09:06.783Z,"72km SSE of Chichi-shima, Japan",earthquake
2015-11-20T05:31:52.290Z,26.3794,142.7055,12.89,5.5,mb,,83,0.852,1.08,us,us10003zrf,2015-11-20T16:48:24.040Z,"91km SSE of Chichi-shima, Japan",earthquake
2015-11-20T05:12:24.440Z,38.5346,20.3452,6.64,4.8,mb,,54,1.63,1.13,us,us10003zrb,2015-11-20T07:05:39.273Z,"37km WNW of Ithaki, Greece",earthquake
2015-11-20T04:45:53.400Z,40.3744,73.2026,40.79,4.9,mb,,45,1.395,1.24,us,us10003zr4,2015-11-20T13:12:51.702Z,"21km WNW of Gul'cha, Kyrgyzstan",earthquake
2015-11-20T02:07:21.210Z,3.7632,125.7214,64.04,4.9,mb,,89,3.287,0.74,us,us10003zqa,2015-11-20T10:10:06.123Z,"183km S of Sarangani, Philippines",earthquake
2015-11-20T01:08:47.620Z,26.4346,142.5841,25.22,4.7,mb,,86,0.749,0.76,us,us10003zq5,2015-11-20T09:11:24.551Z,"80km SSE of Chichi-shima, Japan",earthquake
2015-11-19T23:41:11.490Z,-24.8165,-175.6704,39.68,4.5,mb,,123,4.849,0.71,us,us100040p7,2015-12-07T05:39:34.173Z,"South of Tonga",earthquake
2015-11-19T23:15:51.010Z,36.6834,140.7962,8.7,4.7,mb,,48,0.665,0.6,us,us10003zpf,2015-12-05T04:24:55.230Z,"8km ESE of Takahagi, Japan",earthquake
2015-11-19T21:00:01.230Z,-41.1742,85.4381,10,4.8,mb,,65,6.957,0.69,us,us10003zn0,2015-12-04T06:02:34.105Z,"Southeast Indian Ridge",earthquake
2015-11-19T20:29:30.210Z,-31.0615,-72.0706,30.43,4.6,mb,,192,0.538,0.39,us,us10003zmr,2015-11-20T04:32:05.253Z,"97km WSW of Ovalle, Chile",earthquake
2015-11-19T18:25:10.870Z,38.2674,142.5348,30.5,4.6,mb,,135,1.433,0.81,us,us10003zm8,2015-11-20T02:27:41.552Z,"109km E of Ishinomaki, Japan",earthquake
2015-11-19T18:15:33.930Z,-24.6665,-175.9326,10,5.1,mb,,112,4.895,0.75,us,us10003zm9,2015-11-20T02:18:15.135Z,"South of Tonga",earthquake
2015-11-19T14:41:50.000Z,31.3046,128.8636,27.53,4.7,mb,,71,1.374,1.11,us,us10003zkd,2015-11-19T22:44:24.495Z,"138km W of Makurazaki, Japan",earthquake
2015-11-19T14:31:08.780Z,-31.3144,-72.5926,10,4.5,mb,,181,1.041,0.84,us,us10003ziv,2015-11-19T15:17:41.437Z,"140km WNW of Illapel, Chile",earthquake
2015-11-19T13:49:43.780Z,-7.5672,-13.5261,10,5.3,mb,,76,0.902,0.62,us,us10003ziq,2015-11-19T21:52:23.321Z,"106km ENE of Georgetown, Saint Helena",earthquake
2015-11-19T11:56:13.940Z,51.8124,158.7119,59.39,4.9,mb,,125,1.213,1.01,us,us10003zi5,2015-11-19T13:35:18.908Z,"126km S of Vilyuchinsk, Russia",earthquake
2015-11-19T09:33:03.570Z,37.5494,141.278,53.13,4.9,mb,,97,0.501,1.35,us,us10003zhj,2015-11-25T23:02:45.938Z,"25km ENE of Namie, Japan",earthquake
2015-11-19T07:42:12.760Z,36.661,-98.4612,6.23,4.7,mwr,,98,0.246,0.18,us,us10003zgz,2015-12-02T22:05:27.608Z,"13km SW of Cherokee, Oklahoma",earthquake
2015-11-19T07:40:26.170Z,-22.6093,-66.7117,211.44,5.1,mb,,81,2.032,0.86,us,us10003zgx,2015-11-19T15:18:56.928Z,"105km W of Abra Pampa, Argentina",earthquake
2015-11-19T05:16:24.300Z,-58.6909,148.7291,10,4.9,mb,,114,7.035,0.48,us,us10003zg6,2015-11-19T13:18:59.395Z,"West of Macquarie Island",earthquake
2015-11-19T04:15:53.010Z,27.9259,85.6559,10,5,mb,,90,0.368,1.27,us,us10003zfw,2015-11-19T11:36:47.572Z,"26km NNE of Nagarkot, Nepal",earthquake
2015-11-19T03:47:31.240Z,-32.6201,-176.6264,39.61,5.1,mb,,141,3.545,0.93,us,us10003zfk,2015-11-19T11:50:04.095Z,"251km ESE of L'Esperance Rock, New Zealand",earthquake
2015-11-18T21:36:38.540Z,2.7042,127.8802,101.44,4.5,mb,,82,1.986,0.86,us,us10003zdk,2015-12-13T00:26:24.984Z,"108km N of Tobelo, Indonesia",earthquake
2015-11-18T19:56:49.480Z,31.2806,129.0212,10,4.6,mb,,83,1.245,0.78,us,us10003zd4,2015-11-19T03:59:21.644Z,"123km W of Makurazaki, Japan",earthquake
2015-11-18T18:53:55.660Z,-9.0359,158.5055,10,5.1,mb,,53,1.478,0.77,us,us10003zcv,2015-11-19T02:56:35.997Z,"123km SSW of Dadali, Solomon Islands",earthquake
2015-11-18T18:31:04.600Z,-8.9288,158.4102,13.39,7,mww,,23,1.6,0.82,us,us10003zcp,2015-11-19T03:41:04.877Z,"118km SW of Dadali, Solomon Islands",earthquake
2015-11-18T18:30:07.200Z,38.7338,20.5977,5.1,4.6,mb,,,,1.15,us,us10003zcl,2015-11-19T02:32:50.560Z,"10km WNW of Nidri, Greece",earthquake
2015-11-18T16:47:07.910Z,-6.3147,103.6642,33.01,5.1,mb,,70,2.065,0.97,us,us10003zcb,2015-12-04T06:08:57.618Z,"116km SSW of Biha, Indonesia",earthquake
2015-11-18T13:42:35.760Z,38.5707,141.8841,63.23,4.6,mb,,127,1.11,0.91,us,us10003z8p,2015-12-10T10:11:01.439Z,"53km ENE of Ishinomaki, Japan",earthquake
2015-11-18T13:03:14.900Z,38.72,20.63,8,4.9,mwr,,,,1.14,us,us10003z8i,2015-12-10T06:57:04.507Z,"7km WNW of Nidri, Greece",earthquake
2015-11-18T12:15:39.070Z,38.8659,20.5645,10,5.1,mb,,63,1.39,1.28,us,us10003z89,2015-11-20T17:28:24.000Z,"12km WNW of Lefkada, Greece",earthquake
2015-11-18T10:36:56.690Z,-4.651,103.6298,114.12,5,mb,,72,0.731,1.11,us,us10003z7z,2015-11-18T19:07:02.737Z,"45km NNW of Kuripan, Indonesia",earthquake
2015-11-18T06:13:15.980Z,-19.3485,-69.2246,90.72,4.6,mb,,80,0.577,1.42,us,us10003z7l,2015-11-18T16:31:39.040Z,"132km SSE of Putre, Chile",earthquake
2015-11-18T05:18:16.100Z,38.5931,20.3612,10,4.7,mb,,101,1.601,1.26,us,us10003z7i,2015-11-18T08:20:56.120Z,"32km WSW of Nidri, Greece",earthquake
2015-11-18T04:38:52.300Z,31.3259,129.0516,29.96,5.1,mb,,79,1.211,1.33,us,us10003z79,2015-11-18T12:41:38.644Z,"120km W of Makurazaki, Japan",earthquake
2015-11-18T04:14:37.190Z,2.7458,125.7046,62.59,4.8,mb,,225,2.569,0.84,us,us10003z76,2015-11-18T12:17:17.764Z,"155km NNE of Bitung, Indonesia",earthquake
2015-11-18T01:58:46.980Z,-6.4541,130.2819,116,5.2,mww,,20,1.823,1.11,us,us10003z6v,2015-12-04T05:58:48.506Z,"201km NW of Saumlaki, Indonesia",earthquake
2015-11-17T23:52:50.480Z,51.4547,-178.261,49.83,4.7,mb,,71,0.376,0.82,us,us10003z5i,2015-12-10T23:05:02.377Z,"48km S of Tanaga Volcano, Alaska",earthquake
2015-11-17T22:15:29.430Z,32.1283,95.039,10,4.6,mb,,50,4.14,0.63,us,us10003z4f,2015-12-13T02:45:00.778Z,"75km NNW of Gyamotang, China",earthquake
2015-11-17T17:40:54.380Z,40.4517,73.0313,46.21,4.8,mb,,66,1.35,0.96,us,us10003z03,2015-11-20T16:34:11.590Z,"20km ESE of Osh, Kyrgyzstan",earthquake
2015-11-17T17:29:36.310Z,40.3858,73.2059,18,5.5,mwr,,18,1.404,0.72,us,us10003yzt,2015-11-20T16:31:11.000Z,"21km WNW of Gul'cha, Kyrgyzstan",earthquake
2015-11-17T13:16:27.910Z,-30.699,-71.4952,47.24,4.5,mb,,58,0.123,0.61,us,us10003yy2,2015-11-17T17:08:14.040Z,"30km WSW of Ovalle, Chile",earthquake
2015-11-17T12:51:03.180Z,1.5661,126.4941,10,4.8,mb,,60,1.176,0.85,us,us10003yxy,2015-11-17T20:53:35.553Z,"130km NW of Kota Ternate, Indonesia",earthquake
2015-11-17T12:37:56.850Z,38.7709,20.5154,10,4.7,mb,,54,1.442,1.18,us,us10003yxv,2015-11-17T13:18:59.128Z,"17km WSW of Lefkada, Greece",earthquake
2015-11-17T11:57:26.520Z,38.7383,20.4839,10,4.7,mb,,91,1.472,1.06,us,us10003yxr,2015-11-17T20:00:02.373Z,"19km W of Nidri, Greece",earthquake
2015-11-17T11:39:45.030Z,14.8029,-92.3361,88.46,4.5,mb,,160,0.679,0.99,us,us10003yxm,2015-11-17T15:37:21.467Z,"12km SSW of Tapachula, Mexico",earthquake
2015-11-17T10:18:23.760Z,53.4036,170.4375,30.22,4.7,mb,,108,2.312,0.67,us,us10003yxc,2015-11-22T02:56:13.596Z,"194km WNW of Attu Station, Alaska",earthquake
2015-11-17T08:33:40.800Z,38.65,20.56,9,5.1,mww,,,,0.91,us,us10003ywz,2015-12-01T11:10:41.858Z,"14km WSW of Nidri, Greece",earthquake
2015-11-17T07:10:07.300Z,38.67,20.6,11,6.5,mww,,,,0.98,us,us10003ywp,2015-12-08T02:07:00.306Z,"10km WSW of Nidri, Greece",earthquake
2015-11-17T06:16:26.900Z,-2.2902,-79.2747,90.84,4.9,mb,,112,2.642,0.95,us,us10003ywg,2015-11-18T03:29:50.630Z,"13km NNE of La Troncal, Ecuador",earthquake
2015-11-17T06:02:37.860Z,-24.0847,-66.9761,164.47,4.5,mb,,38,2.304,1.08,us,us10003ywd,2015-11-17T14:05:07.165Z,"68km WNW of San Antonio de los Cobres, Argentina",earthquake
2015-11-17T00:38:16.760Z,38.4685,144.7801,26.31,4.6,mb,,143,3.201,1.03,us,us10003zkn,2015-12-04T03:22:42.012Z,"266km ESE of Kamaishi, Japan",earthquake
2015-11-17T00:23:02.030Z,-10.1705,167.2033,35,4.8,mb,,121,5.244,0.79,us,us10003yv0,2015-11-23T05:54:53.011Z,"161km ENE of Lata, Solomon Islands",earthquake
2015-11-16T22:31:56.020Z,-51.8761,29.0352,10,4.8,mb,,57,20.39,0.77,us,us10003yum,2015-12-04T05:32:58.999Z,"South of Africa",earthquake
2015-11-16T21:46:08.340Z,-5.8931,129.9553,198.98,4.5,mb,,67,2.467,0.72,us,us10003yue,2015-12-04T05:30:42.410Z,"272km NNW of Saumlaki, Indonesia",earthquake
2015-11-16T20:52:20.640Z,-30.2836,-72.0682,13.67,5,mb,,121,0.539,1.23,us,us10003ytn,2015-11-17T04:54:55.722Z,"78km WSW of Coquimbo, Chile",earthquake
2015-11-16T16:49:13.680Z,48.3021,154.2845,34,5.9,mww,,16,5.277,0.79,us,us10003yr1,2015-11-17T14:56:53.000Z,"296km SSW of Severo-Kuril'sk, Russia",earthquake
2015-11-16T16:13:08.550Z,-24.8914,-175.9322,35,5,mb,,112,4.687,1.06,us,us10003ypr,2015-11-19T14:48:17.607Z,"South of Tonga",earthquake
2015-11-16T15:15:29.490Z,-31.8316,-72.0559,8.16,4.6,mb,,80,1.209,0.53,us,us10003yp4,2015-11-16T23:17:59.892Z,"87km WSW of Illapel, Chile",earthquake
2015-11-16T13:11:55.310Z,8.4326,-77.1063,39.37,4.6,mb,,52,0.331,0.83,us,us10003ynb,2015-11-16T21:14:23.641Z,"20km ESE of Acandi, Colombia",earthquake
2015-11-16T12:00:45.790Z,-30.2537,-177.2053,10,4.7,mb,,129,1.186,0.43,us,us10003zjh,2015-12-01T07:10:12.670Z,"128km SSE of Raoul Island, New Zealand",earthquake
2015-11-16T11:04:28.620Z,-26.4512,67.7857,10,5,mb,,62,12.213,0.56,us,us10003ymm,2015-11-30T13:50:24.191Z,"Indian Ocean Triple Junction",earthquake
2015-11-16T09:57:36.410Z,18.5188,120.7902,10,4.7,mb,,124,4.285,1.52,us,us10003ymg,2015-11-16T18:00:03.159Z,"2km WSW of Dumalneg, Philippines",earthquake
2015-11-16T07:31:18.280Z,31.1726,128.9661,39.84,4.8,mb,,84,1.315,1.15,us,us10003ylp,2015-11-16T15:34:04.137Z,"129km W of Makurazaki, Japan",earthquake
2015-11-16T04:55:35.510Z,-18.7515,-69.7705,78.14,4.7,mb,,92,0.483,0.77,us,us10003yl3,2015-12-04T05:22:17.487Z,"64km ESE of Arica, Chile",earthquake
2015-11-16T03:31:42.190Z,52.1042,173.5959,31.27,5.1,mb,,88,0.7,0.71,us,us10003ykq,2015-12-01T04:24:29.885Z,"77km SSW of Shemya Island, Alaska",earthquake
2015-11-16T03:11:48.260Z,-7.7683,119.0036,10,4.6,mb,,76,2.835,0.63,us,us10003ykj,2015-12-04T05:09:32.160Z,"58km N of Sangiang, Indonesia",earthquake
2015-11-16T00:39:33.440Z,17.8361,-81.8286,6.36,5.8,mww,,17,1.591,1.11,us,us10003yjy,2015-11-23T01:40:36.727Z,"167km SSW of George Town, Cayman Islands",earthquake
2015-11-15T23:53:39.220Z,-19.7248,-177.9871,586.8,4.5,mb,,99,4.238,0.69,us,us10003zc2,2015-12-04T03:03:43.781Z,"126km NE of Ndoi Island, Fiji",earthquake
2015-11-15T23:17:15.840Z,52.6568,158.8761,70.02,4.5,mb,,135,0.391,0.75,us,us10003yjq,2015-11-23T01:11:06.567Z,"44km SE of Vilyuchinsk, Russia",earthquake
2015-11-15T17:11:42.910Z,42.4314,143.1667,104.49,4.8,mb,,135,0.416,0.84,us,us10003yik,2015-11-16T01:14:17.999Z,"54km S of Obihiro, Japan",earthquake
2015-11-15T15:47:50.540Z,36.4972,70.3244,208.63,4.6,mb,,68,0.658,0.83,us,us10003yi6,2015-11-16T01:05:09.039Z,"42km ESE of Farkhar, Afghanistan",earthquake
2015-11-15T09:32:13.540Z,-14.4913,167.7726,120.19,4.6,mb,,213,1.098,1.28,us,us10003yha,2015-11-30T11:10:12.763Z,"71km SSE of Sola, Vanuatu",earthquake
2015-11-15T09:26:41.180Z,-20.077,-173.1411,23.51,4.7,mb,,83,3.189,1,us,us10003yhb,2015-11-30T09:12:57.051Z,"130km ESE of Pangai, Tonga",earthquake
2015-11-15T09:18:57.800Z,13.714,93.5448,47.89,4.5,mb,,229,7.011,0.41,us,us10003zbg,2015-11-30T09:06:45.319Z,"240km NNE of Bamboo Flat, India",earthquake
